title_spanish,tconst,actors,director,writter
Maixabel,tt14077696,"nm0692391,nm0869088,nm12331486",nm0093081,nm3040373
La monja guerrera,tt9059350,"nm4926180,nm10557982,nm8460271",,nm0058164
El castillo a través del espejo,tt22868842,"nm14157501,nm3870544,nm2569233",nm1060975,nm1098505
Crashing,tt5295524,"nm3564817,nm0047332,nm0237266",,nm3564817
Maligno,tt5722530,"nm2113362,nm7520389,nm8145114",nm5815221,nm7938044
Beverly Hills Cop: Axel Foley,tt3083016,"nm0000552,nm0330687,nm3666749",nm8609388,nm3263825
Perfect Match,tt23731242,"nm0005114,nm6283235,nm11501688",,
The Circle: EEUU,tt9581768,"nm2345104,nm10504540,nm12488231",,
Resident Evil,tt0120804,"nm1011675,nm0668994,nm0654049",nm0027271,nm0027271
Un cuento perfecto,tt23183618,"nm1298582,nm9603584,nm4201461",,nm11312725
It: Capítulo 2,tt7349950,"nm1567113,nm0564215,nm0352778",nm0615592,nm0000175
Moving On,tt15488088,"nm0000404,nm0005499,nm0000532",nm0919369,nm0919369
Sonic Prime,tt13961348,"nm2455320,nm1868320,nm1925154",,nm2954947
Saw II,tt0432348,"nm0068551,nm0809938,nm0005531",nm1135423,nm1191481
Atenea,tt15445056,"nm8437705,nm12946336,nm7557188",nm0310615,nm2668884
Inocencia interrumpida,tt0172493,"nm0000213,nm0001401,nm0245112",nm0003506,nm0003506
Annabelle vuelve a casa,tt8350360,"nm0267812,nm0933940,nm5085683",nm2477891,nm2477891
"Z, la ciudad perdida",tt1212428,"nm0402271,nm1500155,nm1092227",nm0336695,nm0336695
Glitch,tt4192782,"nm1669772,nm1134439,nm2407067",,nm0044016
Los favoritos de Midas,tt10147520,"nm0869088,nm1926896,nm0865950",,nm0057774
Apolo 13: Supervivencia,tt31852716,"nm0035842,nm0074811,nm0121708",nm3730725,
Hinchas enemigos,tt35256070,"nm2218624,nm5261569,nm10834004",,
Aislados con la suegra,tt27494436,"nm5523554,nm0816257",,nm5237426
Grave Torture,tt27004148,"nm9757612,nm3024307,nm15253924",nm1322135,nm1322135
Olé: El viaje de Ferdinand,tt3411444,"nm5375420,nm3880523,nm9473160",nm0757858,nm0047916
Destino final 5,tt1622979,"nm0194900,nm0068187,nm0279702",nm0702797,nm2104063
Aloha,tt1243974,"nm0177896,nm1297015,nm1046097",nm0001081,nm0001081
AARO -All-domain Anomaly Resolution Office-,tt33886219,"nm0297885,nm3763260,nm4708977",,nm3648497
Fast & Furious 8,tt6494060,"nm6867707,nm8761172,nm5602664",nm4433625,nm8753772
(Des)encanto,tt5363918,"nm3434305,nm2765191,nm0269542",,nm0029632
¿Qué hizo Jennifer?,tt31747163,"nm16025854,nm11530279,nm16025847",nm1850516,nm1850516
Volver,tt0441909,"nm0004851,nm0560962,nm0240318",nm0000264,nm0000264
Amor en la puerta de al lado,tt30446769,"nm6857187,nm4746399,nm10825951",,nm10253543
Proyecto Rampage,tt2231461,"nm0425005,nm0365140,nm0015196",nm0679031,nm0257513
Asaf,tt23480510,"nm6904644,nm1728933,nm1076708",,nm4831434
The Witcher: El origen de la sangre,tt12785720,"nm5836811,nm6919834,nm10939187",,nm1835160
El maquinista,tt0361862,"nm0000288,nm0000492,nm0845209",nm0026442,nm0466925
Jóvenes y brujas,tt0115963,"nm0000677,nm0000103,nm0000117",nm0281598,nm0276823
Los hombres lobo,tt29195603,"nm0239498,nm0000606,nm0167501",nm2970184,nm2970184
El secreto del río,tt30068040,"nm15502229,nm13875169,nm12502315",,nm0056870
La herencia del tío,tt0301398,"nm0710341,nm0215913,nm0563501",nm0812177,nm0812177
Matrix Reloaded,tt0234215,"nm0030991,nm0031655,nm1060253",nm0905154,nm0905152
Territorial,tt28703559,"nm1396022,nm1168915,nm0853079",,nm0203600
Tensei Shitara Ken Deshita,tt15483602,"nm0586528,nm5665571,nm5643883",,nm3701129
Cielo de medianoche,tt10539608,"nm0000123,nm0428065,nm0654648",nm0000123,nm10791512
Spawn,tt0120177,"nm0925220,nm0000491,nm0000640",nm0228147,nm0568825
Supervivencia en equipo,tt26690964,"nm14639990,nm16495096,nm16495109",,
Hotel Transilvania 3: Unas vacaciones monstruosas,tt5220122,"nm0001191,nm1676221,nm1411125",nm0850733,nm0850733
Transformers: La Era de la Extinción,tt2109248,"nm0000242,nm0001804,nm0001288",nm0000881,nm0472567
Marianne,tt10875696,"nm4973460,nm3436659,nm4401484",,nm3306595
The Rising of the Shield Hero,tt9529546,"nm5481013,nm4439231,nm2999868",,nm12075500
Liga de la Justicia,tt0974015,"nm0000255,nm0147147,nm0010736",nm0811583,nm0796950
Las chicas de Niza,tt0088526,"nm0037735,nm0924508,nm0001516",,nm0365358
Memorias de una geisha,tt0397535,"nm1797214,nm0407033,nm0538683",nm0551128,nm0842523
Estafadores de Tokio,tt31250132,"nm1687017,nm0870317,nm1065734",,nm2986576
"Invasión, insurrección",tt27987046,"nm1504868,nm3683989,nm12141029",nm1030526,nm0661791
Locamente Millonarios,tt3104988,"nm2090422,nm6525901,nm0000706",nm0160840,nm1095804
Mañana empieza todo,tt5078204,"nm1082477,nm0993242,nm1531116",nm0312315,nm0220240
Los apocalipsis del pasado,tt22807484,"nm0359368,nm0000206,nm7211574",,
Misión imposible: Fallout,tt4912910,"nm0000129,nm0147147,nm0000609",nm0003160,nm0312367
El guardaespaldas,tt0103855,"nm0000126,nm0001365,nm0447290",nm0413875,nm0001410
Reminiscencia,tt3272066,"nm0413168,nm0272581,nm0628601",nm2847370,nm2847370
Entre las llamas: La hija perdida,tt33163756,"nm10703855,nm16523762,nm15046889",,
Un muñeco de nieve para derretirse,tt32359447,"nm0000327,nm1682420,nm1919140",nm0162013,nm9844164
Amaran,tt27118357,"nm4792434,nm7367695,nm6071674",nm9055195,nm9055195
La familia Addams,tt0101272,"nm0001378,nm0000471,nm0000502",nm0001756,nm0011623
Liberad a Willy,tt0106965,"nm0725284,nm0001614,nm0040739",nm0934578,nm0907929
La casa del amor,tt0220352,"nm0134859,nm0265311,nm0278589",nm1163588,nm1163588
Furia de titanes,tt0800320,"nm0941777,nm0000553,nm0000146",nm0504642,nm2012438
Aniquilación,tt2798920,"nm0000204,nm0938950,nm4420495",nm0307497,nm0307497
Ultraman: El ascenso,tt9471678,"nm1268478,nm0298050,nm13206225",nm1306819,nm1306819
No le digas a nadie,tt3576292,,nm3497536,nm3497536
Quien a hierro mata,tt7967412,"nm0869088,nm0147894,nm0555140",nm0687042,nm3296976
Devara: Parte 1,tt11821912,"nm1694524,nm0451307,nm9427099",nm2270180,nm2270180
Verónica,tt0412253,"nm0068338,nm0230655,nm0170186",,nm0859432
Archer,tt1486217,"nm0071304,nm0339460,nm2436722",,nm0994488
Fiasco,tt27415863,"nm2582755,nm1995246,nm0218615",,nm2070694
Inestable,tt19394168,"nm0000507,nm7619737,nm5427486",,nm0294355
The Greatest of All Time,tt27487934,"nm0897201,nm0695286,nm0222150",nm1862815,nm16513575
Navidad en casa,tt10069398,"nm2639419,nm0832509,nm3433423",,nm10567959
La liberación,tt32879566,"nm5096234,nm0699258,nm2415604",,nm2004888
The Resemblance,tt19896926,"nm0154236,nm4733655,nm0599019",nm1532529,nm1532529
La sombra del reino,tt0431197,"nm0004937,nm0177933,nm0004950",nm0000916,nm1996352
¿Juego limpio o sucio?,tt31852722,"nm9216137,nm16056065,nm16056066",,
"Pablo Escobar, el patrón del mal",tt2187850,"nm0623103,nm0380164,nm0850123",,nm5150771
Paul,tt1092026,"nm1904886,nm0670408,nm0296545",nm0609549,nm0670408
Accidente,tt30068042,"nm0847799,nm1101968,nm1226341",,nm3253005
La mujer de negro,tt2698994,nm1331899,nm1254221,
Kung Fu Panda: El caballero del dragón,tt18783984,"nm0085312,nm1357683,nm1195879",,nm3481995
El rey mono,tt8637498,"nm4497202,nm6299248,nm10043239",nm0820934,nm0070368
Ms. Rachel,tt35406274,nm15083695,,nm15863310
La maravillosa historia de Henry Sugar,tt31800329,"nm1547964,nm1212722,nm0000146",nm0027572,nm0027572
Nausicaä del valle del viento,tt0087544,"nm0793585,nm0875332,nm0477449",nm0594503,nm0594503
Hitler y los nazis: La maldad a juicio,tt32331294,"nm11389830,nm13315755,nm0468977",,
Footloose,tt0087277,"nm0000102,nm0001742,nm0001475",nm0006889,nm0685673
Academia de golf,tt30400535,"nm0220635,nm0951008,nm0622291",,nm10880010
Perdona si te llamo amor,tt3230668,"nm2851377,nm0513394,nm0598890",nm1402741,nm1209187
El espíritu de Bridge Hollow,tt15289240,"nm0005541,nm7394207,nm0746714",nm0905592,nm1787651
La reina de las villanas,tt10225276,"nm2131030,nm11225107,nm11262431",,nm0674968
Legado de sangre,tt14873054,"nm0941777,nm2506835,nm2100081",nm2506835,nm2506835
¡Sálvese quien pueda!,tt0183845,"nm0647412,nm0691672,nm0094951",nm0140241,nm0140241
John Mulaney presenta: Estamos todos en Los Ángeles,tt32053847,"nm1825214,nm0454236,nm6400119",,nm4871432
Arenas movedizas,tt8686106,"nm3892902,nm6290458,nm1399770",,nm0014008
Makanai: La cocinera de las maiko,tt15964848,"nm10030720,nm11935594,nm1169797",,nm0466153
Fatherhood with My Father,tt28756879,"nm8711716,nm0321089,nm3099754",,
Nacidas para brillar,tt31158594,"nm4612940,nm1392367,nm6703679",,nm4410924
Solo una vez,tt13606328,"nm0317725,nm1073929,nm3435229",nm2344094,nm2890857
"Adelante, hermano",tt32245002,"nm0952205,nm4934471,nm5941732",,nm6222970
Aquellos maravillosos 90,tt15591076,"nm0001748,nm0750468,nm6058482",,nm0106373
Bailarina,tt7181546,"nm1869101,nm0000206,nm0005342",nm0936482,nm8748334
Los detectives difuntos,tt15358446,"nm12237626,nm6581952,nm6204053",,nm0301274
Tacones lejanos,tt0103030,"nm0000721,nm0004650,nm0098395",nm0000264,nm0000264
¿Tenía que ser él?,tt4501244,"nm3614913,nm0290556,nm0024425",nm0357453,nm0357453
Bloodline,tt3520702,"nm0151419,nm0004802,nm0125475",,nm0450331
Viola come il mare,tt15472454,"nm2613113,nm7097848,nm12040441",,nm1634767
Sin tetas no hay paraíso,tt1933647,"nm4461178,nm1767717,nm0129865",nm1410073,nm1410073
Oxígeno,tt14403504,"nm0000437,nm4855517,nm6806440",nm1950742,nm8175340
Ragnarok,tt9251798,"nm8184025,nm6338716,nm4794692",,nm6306573
Si yo fuera rico,tt9010802,"nm1073929,nm1411610,nm0844983",nm0273208,nm1409606
Nadie en el bosque,tt26767508,"nm9257848,nm5744538,nm1759785",,
Cristo y Rey,tt16437242,"nm7931969,nm3177382,nm2028131",,nm10596158
Entre tierras,tt21994560,"nm3816157,nm13625677,nm0880054",,nm2021768
Star Trek,tt0060028,"nm0000559,nm0000638,nm0001420",,nm0734472
El hombre araña 3,tt0413300,"nm0001497,nm0000379,nm0290556",nm0000600,nm0000600
Plan de Escape,tt1211956,"nm0000230,nm0000216,nm0001029",nm0405632,nm1974016
Maleficio,tt29542034,"nm0173393,nm0269383,nm4231629",,nm0145591
A todo gas: Tokyo Race,tt0463985,"nm0085407,nm2179185,nm0546197",nm0510912,nm0604555
Día de patriotas,tt4572514,"nm0000242,nm5352674,nm2200128",nm0000916,nm0000916
"Amor, acoso, asesinato",tt30852970,"nm13123772,nm15848966,nm15849804",nm0387700,
Noche de venganza,tt2072233,"nm0004937,nm1157358,nm1058940",nm2171633,nm0075696
Chupa,tt14923260,"nm0065007,nm0000225,nm9060911",nm0190861,nm4354045
Matilda,tt0117008,"nm0933798,nm0000362,nm0674231",nm0000362,nm0001094
La familia Addams: La tradición continúa,tt0106220,"nm0001378,nm0000471,nm0000502",nm0001756,nm0011623
Fuga de prisión: El amor anda suelto,tt33058713,"nm0066877,nm16555383,nm16555379",nm1240741,
La noche nos persigue,tt6116856,"nm3299397,nm3029144,nm2438707",nm3464186,nm3464186
Los últimos días,tt1935914,"nm1273697,nm0180580,nm1011070",nm0665041,nm0665041
Doble fortaleza,tt28075881,"nm0004418,nm5305841,nm4490004",nm15165811,nm2837117
El pasado no duerme,tt25375244,"nm0726262,nm2982035,nm3973870",,nm0201543
El hombre araña 2,tt0316654,"nm0001497,nm0000379,nm0290556",nm0000600,nm0498278
Sweet Bobby: La pesadilla de una identidad falsa,tt33484071,nm14615850,nm7184911,
La hermana de nieve,tt16277242,"nm11193967,nm5542067,nm10990649",nm1291105,nm1291105
Devuélveme la vida,tt27836518,"nm1034345,nm4650251,nm0131254",,nm9777939
Adagio,tt22001304,"nm0269419,nm0785842,nm0557609",nm1356588,nm1836999
Ultraman,tt8699270,"nm1242688,nm0235006,nm0419760",,nm3229400
Juegos salvajes,tt0120890,"nm0000102,nm0000369,nm0000117",nm0573796,nm0002983
Recuerdos del ayer,tt0102587,"nm0408030,nm0945839,nm0393365",nm0847223,nm0645470
Locas por Brady,tt18079362,"nm0005499,nm0000404,nm0001549",nm5568803,nm2873539
Wonder Woman,tt0451279,"nm2933757,nm1517976,nm0001567",nm0420941,nm0374302
The Mechanic,tt0472399,"nm0005458,nm0004936,nm0001282",nm0922346,nm0921013
Mononoke: El fantasma bajo la lluvia,tt32574149,"nm0436778,nm3961240,nm2976492",nm2379194,nm2379194
El secuestro de 1993,tt33540966,"nm13096355,nm11919267,nm11416798",nm2270898,nm9711944
La isla del salmón y la discordia,tt29306091,"nm0927740,nm0439583,nm10512089",,nm0085088
